long_cid_ori,lat_cid_ori,nome_procedimento,SP_CIDADE_P_EXT,cidade_origem,cidade_do_procedimento,procedimento,total_ocorrencias
-52.8956,-27.5239,TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO,Cidade do RS,TRINDADE DO SUL,RONDA ALTA,408020407,850
-52.8437,-27.6139,TRATAMENTO CIRURGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO,Cidade do RS,TRÊS PALMEIRAS,RONDA ALTA,408050659,446
-52.9938,-27.732,TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO,Cidade do RS,CONSTANTINA,RONDA ALTA,403020123,751
-52.9938,-27.732,TENOPLASTIA OU ENXERTO DE TENDAO UNICO,Cidade do RS,CONSTANTINA,RONDA ALTA,408060476,751
-52.8437,-27.6139,TRATAMENTO DE POLIRRADICULONEURITE DESMIELINIZANTE AGUDA,Cidade do RS,TRÊS PALMEIRAS,RONDA ALTA,303040270,446
-52.8056,-27.7758,TRATAMENTO DE INSUFICIENCIA RENAL CRONICA,Cidade do RS,RONDA ALTA,RONDA ALTA,305020056,884
-52.8056,-27.7758,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,RONDA ALTA,RONDA ALTA,303140151,884
-55.7949,-29.7902,TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS,Cidade do RS,ALEGRETE,SANTA MARIA,303020067,4656
-53.3134,-27.9007,TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO,Cidade do RS,PALMEIRA DAS MISSÕES,SANTA MARIA,303070110,1910
-53.2515,-29.6447,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL,Cidade do RS,AGUDO,SANTA MARIA,303160063,1174
-53.6772,-29.2299,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL,Cidade do RS,JÚLIO DE CASTILHOS,SANTA MARIA,303160063,568
-53.8149,-29.6868,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO,Cidade do RS,SANTA MARIA,SANTA MARIA,303140135,10508
-54.2244,-29.4782,TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES,Cidade do RS,TOROPI,SANTA MARIA,303140100,182
-53.8445,-29.0858,TRATAMENTO DE TUBERCULOSE,Cidade do RS,TUPANCIRETÃ,SANTA MARIA,303010215,1208
-54.4796,-27.8702,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,SANTA ROSA,SANTA MARIA,303140151,5301
-52.9145,-27.706,TRATAMENTO DE DOENÇAS INFECCIOSAS E INTESTINAIS,Cidade do RS,ENGENHO VELHO,RONDA ALTA,303010061,92
-52.9145,-27.706,TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA,Cidade do RS,ENGENHO VELHO,RONDA ALTA,303060042,92
-52.9145,-27.706,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,ENGENHO VELHO,RONDA ALTA,303010037,92
-52.9145,-27.706,TRATAMENTO DA PIELONEFRITE,Cidade do RS,ENGENHO VELHO,RONDA ALTA,305020013,92
-52.6553,-29.4552,TRATAMENTO DA PIELONEFRITE,Cidade do RS,HERVEIRAS,VALE DO SOL,305020013,317
-52.6553,-29.4552,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO,Cidade do RS,HERVEIRAS,VALE DO SOL,303150050,317
-52.6553,-29.4552,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS,Cidade do RS,HERVEIRAS,VALE DO SOL,303070129,317
-52.6553,-29.4552,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,HERVEIRAS,VALE DO SOL,303040149,317
-52.5152,-29.7184,TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS,Cidade do RS,VERA CRUZ,VERA CRUZ,303070099,1295
-52.5152,-29.7184,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,VERA CRUZ,VERA CRUZ,303140151,1295
-52.5152,-29.7184,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,VERA CRUZ,VERA CRUZ,303010037,1295
-52.5152,-29.7184,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO,Cidade do RS,VERA CRUZ,VERA CRUZ,303140135,1295
-52.5152,-29.7184,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,VERA CRUZ,VERA CRUZ,305020048,1295
-52.5152,-29.7184,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,VERA CRUZ,VERA CRUZ,303040149,1295
-55.1253,-29.5547,TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA,Cidade do RS,SÃO FRANCISCO DE ASSIS,FAXINAL DO SOTURNO,408050616,724
-53.4439,-29.6194,RETIRADA DE PLACA E/OU PARAFUSOS,Cidade do RS,SÃO JOÃO DO POLÊSINE,FAXINAL DO SOTURNO,408060379,205
-53.859,-29.5397,TENOSINOVECTOMIA EM MEMBRO SUPERIOR,Cidade do RS,SÃO MARTINHO DA SERRA,FAXINAL DO SOTURNO,408020300,118
-53.859,-29.5397,FASCIECTOMIA,Cidade do RS,SÃO MARTINHO DA SERRA,FAXINAL DO SOTURNO,408060140,118
-54.1855,-29.6202,TENOSINOVECTOMIA EM MEMBRO SUPERIOR,Cidade do RS,SÃO PEDRO DO SUL,FAXINAL DO SOTURNO,408020300,725
-54.1855,-29.6202,TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA,Cidade do RS,SÃO PEDRO DO SUL,FAXINAL DO SOTURNO,408050632,725
-54.1855,-29.6202,PARTO NORMAL EM GESTACAO DE ALTO RISCO,Cidade do RS,SÃO PEDRO DO SUL,SANTA MARIA,310010047,725
-54.1855,-29.6202,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,SÃO PEDRO DO SUL,SANTA MARIA,303100044,725
-53.5603,-30.1643,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,SÃO SEPÉ,SANTA MARIA,411010026,1509
-53.5603,-30.1643,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,SÃO SEPÉ,SANTA MARIA,303100044,1509
-54.2237,-29.2922,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,JARI,SANTA MARIA,411010026,216
-53.4689,-29.471,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,NOVA PALMA,SANTA MARIA,411010026,273
-53.4689,-29.471,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,NOVA PALMA,SANTA MARIA,303100044,273
-53.144,-29.6717,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,PARAÍSO DO SUL,SANTA MARIA,411010026,391
-53.8149,-29.6868,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,SANTA MARIA,SANTA MARIA,303010037,10508
-53.8149,-29.6868,TRATAMENTO DE INTERCORRÊNCIAS CLÍNICAS DE PACIENTE ONCOLÓGICO,Cidade do RS,SANTA MARIA,SANTA MARIA,304100013,10508
-55.1253,-29.5547,TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO,Cidade do RS,SÃO FRANCISCO DE ASSIS,SANTA MARIA,303070110,724
-55.1253,-29.5547,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,SÃO FRANCISCO DE ASSIS,SANTA MARIA,305020048,724
-55.1253,-29.5547,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,SÃO FRANCISCO DE ASSIS,SANTA MARIA,303010037,724
-55.1253,-29.5547,TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS,Cidade do RS,SÃO FRANCISCO DE ASSIS,SANTA MARIA,303040165,724
-54.4641,-29.5649,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,MATA,SANTA MARIA,301060088,241
-54.4641,-29.5649,TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS,Cidade do RS,MATA,SANTA MARIA,308040015,241
-54.4641,-29.5649,TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO,Cidade do RS,MATA,SANTA MARIA,303060190,241
-53.144,-29.6717,TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL,Cidade do RS,PARAÍSO DO SUL,SANTA MARIA,303040076,391
-53.144,-29.6717,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,PARAÍSO DO SUL,SANTA MARIA,303140151,391
-53.144,-29.6717,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE,Cidade do RS,PARAÍSO DO SUL,SANTA MARIA,303090235,391
-53.3206,-29.345,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA,Cidade do RS,PINHAL GRANDE,SANTA MARIA,301060070,278
-54.0789,-29.3504,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA,Cidade do RS,QUEVEDOS,SANTA MARIA,304080020,89
-53.8149,-29.6868,INTERNACAO DOMICILIAR,Cidade do RS,SANTA MARIA,SANTA MARIA,301050074,10508
-53.8149,-29.6868,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA,Cidade do RS,SANTA MARIA,SANTA MARIA,304080020,10508
-53.8149,-29.6868,TRATAMENTO DE OUTRAS AFECCOES DA PELE E DO TECIDO SUBCUTANEO,Cidade do RS,SANTA MARIA,SANTA MARIA,303080094,10508
-53.8149,-29.6868,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,SANTA MARIA,SANTA MARIA,301060088,10508
-57.0853,-29.7614,TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA,Cidade do RS,URUGUAIANA,SANTA MARIA,303060204,5127
-56.0674,-29.1445,TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOETICOS,Cidade do RS,MAÇAMBARÁ,SANTA MARIA,303020083,1033
-54.7428,-28.1463,TRATAMENTO DE INTERCORRÊNCIAS CLÍNICAS DE PACIENTE ONCOLÓGICO,Cidade do RS,CERRO LARGO,SANTA MARIA,304100013,775
-52.4343,-29.722,TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOETICOS,Cidade do RS,SANTA CRUZ DO SUL,SANTA MARIA,303020083,8570
-53.8149,-29.6868,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS,Cidade do RS,SANTA MARIA,SANTA MARIA,303130067,10508
-53.8149,-29.6868,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL,Cidade do RS,SANTA MARIA,SANTA MARIA,303160063,10508
-53.0391,-27.9205,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO,Cidade do RS,BARRA FUNDA,SARANDI,303070102,231
-53.0391,-27.9205,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,BARRA FUNDA,SARANDI,304100021,231
-53.0391,-27.9205,TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS,Cidade do RS,BARRA FUNDA,SARANDI,303150041,231
-53.8149,-29.6868,TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL,Cidade do RS,SANTA MARIA,SANTA MARIA,303160055,10508
-52.8056,-27.7758,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,RONDA ALTA,RONDA ALTA,303010037,884
-52.6553,-29.4552,TRATAMENTO DE ARRITMIAS,Cidade do RS,HERVEIRAS,VALE DO SOL,303060026,317
-52.6553,-29.4552,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,HERVEIRAS,VALE DO SOL,303140151,317
-52.6553,-29.4552,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES,Cidade do RS,HERVEIRAS,VALE DO SOL,303140046,317
-52.5152,-29.7184,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES,Cidade do RS,VERA CRUZ,VERA CRUZ,303140046,1295
-53.8149,-29.6868,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,SANTA MARIA,SANTA MARIA,411010026,10508
-53.8149,-29.6868,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,SANTA MARIA,SANTA MARIA,303100044,10508
-53.5603,-30.1643,PARTO NORMAL EM GESTACAO DE ALTO RISCO,Cidade do RS,SÃO SEPÉ,SANTA MARIA,310010047,1509
-54.6826,-29.6882,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,SÃO VICENTE DO SUL,SANTA MARIA,303100044,351
-54.6826,-29.6882,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,SÃO VICENTE DO SUL,SANTA MARIA,411010026,351
-53.591,-29.6467,PARTO NORMAL,Cidade do RS,SILVEIRA MARTINS,SANTA MARIA,310010039,128
-53.8149,-29.6868,TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS,Cidade do RS,SANTA MARIA,SANTA MARIA,308040015,10508
-53.8149,-29.6868,TRATAMENTO DE EMBOLIA PULMONAR,Cidade do RS,SANTA MARIA,SANTA MARIA,303060140,10508
-53.4439,-29.6194,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA,Cidade do RS,SÃO JOÃO DO POLÊSINE,SANTA MARIA,304080020,205
-53.4439,-29.6194,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,SÃO JOÃO DO POLÊSINE,SANTA MARIA,304100021,205
-53.4439,-29.6194,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,SÃO JOÃO DO POLÊSINE,SANTA MARIA,301060088,205
-53.8149,-29.6868,TRATAMENTO DE TUBERCULOSE,Cidade do RS,SANTA MARIA,SANTA MARIA,303010215,10508
-53.8149,-29.6868,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,SANTA MARIA,SANTA MARIA,304100021,10508
-53.8149,-29.6868,TRATAMENTO DE EFEITOS DO CONTATO C/ ANIMAIS E PLANTAS VENENOSOS,Cidade do RS,SANTA MARIA,SANTA MARIA,308020022,10508
-53.8149,-29.6868,TRATAMENTO DE INSUFICIENCIA RENAL CRONICA,Cidade do RS,SANTA MARIA,SANTA MARIA,305020056,10508
-54.8416,-27.9888,INTERNAÇÃO P/ QUIMIOTERAPIA DE LEUCEMIAS AGUDAS / CRÔNICAS AGUDIZADAS,Cidade do RS,CAMPINA DAS MISSÕES,SANTA MARIA,304080039,462
-53.2515,-29.6447,TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL,Cidade do RS,AGUDO,SANTA MARIA,303040076,1174
-54.822,-29.8883,TRATAMENTO DE EFEITOS DO CONTATO C/ ANIMAIS E PLANTAS VENENOSOS,Cidade do RS,CACEQUI,SANTA MARIA,308020022,733
-54.5558,-28.9312,TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA,Cidade do RS,CAPÃO DO CIPÓ,SANTA MARIA,303060204,136
-53.4484,-29.5788,TRATAMENTO DE INTERCORRÊNCIAS CLÍNICAS DE PACIENTE ONCOLÓGICO,Cidade do RS,FAXINAL DO SOTURNO,SANTA MARIA,304100013,370
-53.5842,-29.5232,TRATAMENTO DE EFEITOS DO CONTATO C/ ANIMAIS E PLANTAS VENENOSOS,Cidade do RS,IVORÁ,SANTA MARIA,308020022,76
-54.703,-29.4936,TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS,Cidade do RS,JAGUARI,SANTA MARIA,303150033,892
-54.703,-29.4936,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA,Cidade do RS,JAGUARI,SANTA MARIA,304080020,892
-52.9784,-27.9926,TRATAMENTO DE DIABETES MELLITUS,Cidade do RS,NOVA BOA VISTA,SARANDI,303030038,89
-52.9231,-27.942,TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS,Cidade do RS,SARANDI,SARANDI,303020032,1042
-52.6553,-29.4552,TRATAMENTO DE DESNUTRICAO,Cidade do RS,HERVEIRAS,VALE DO SOL,303030020,317
-52.5152,-29.7184,TRATAMENTO DE DOENÇAS INFECCIOSAS E INTESTINAIS,Cidade do RS,VERA CRUZ,VERA CRUZ,303010061,1295
-52.9498,-28.6294,TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA,Cidade do RS,SELBACH,SELBACH,411020048,129
-52.9498,-28.6294,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES,Cidade do RS,SELBACH,SELBACH,303140046,129
-53.8149,-29.6868,PARTO NORMAL EM GESTACAO DE ALTO RISCO,Cidade do RS,SANTA MARIA,SANTA MARIA,310010047,10508
-53.8149,-29.6868,PARTO NORMAL,Cidade do RS,SANTA MARIA,SANTA MARIA,310010039,10508
-53.591,-29.6467,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,SILVEIRA MARTINS,SANTA MARIA,303100044,128
-54.2244,-29.4782,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,TOROPI,SANTA MARIA,411010026,182
-53.876,-30.3461,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,VILA NOVA DO SUL,SANTA MARIA,303100044,180
-53.876,-30.3461,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,VILA NOVA DO SUL,SANTA MARIA,411010026,180
-53.8149,-29.6868,TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE,Cidade do RS,SANTA MARIA,SANTA MARIA,303090138,10508
-53.8149,-29.6868,TRATAMENTO DE INSUFICIENCIA CARDIACA,Cidade do RS,SANTA MARIA,SANTA MARIA,303060212,10508
-53.8149,-29.6868,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,SANTA MARIA,SANTA MARIA,303040149,10508
-53.8149,-29.6868,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,SANTA MARIA,SANTA MARIA,303140151,10508
-53.859,-29.5397,TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU LEVE),Cidade do RS,SÃO MARTINHO DA SERRA,SANTA MARIA,303040084,118
-54.1855,-29.6202,TRATAMENTO DE DOENÇAS INFECCIOSAS E INTESTINAIS,Cidade do RS,SÃO PEDRO DO SUL,SANTA MARIA,303010061,725
-54.1855,-29.6202,TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES,Cidade do RS,SÃO PEDRO DO SUL,SANTA MARIA,303140100,725
-53.8149,-29.6868,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA,Cidade do RS,SANTA MARIA,SANTA MARIA,301060070,10508
-53.8149,-29.6868,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE,Cidade do RS,SANTA MARIA,SANTA MARIA,303090235,10508
-53.8149,-29.6868,TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATORIAS,Cidade do RS,SANTA MARIA,SANTA MARIA,303140097,10508
-54.2237,-29.2922,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,JARI,SANTA MARIA,301060088,216
-53.6772,-29.2299,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA,Cidade do RS,JÚLIO DE CASTILHOS,SANTA MARIA,304080020,568
-53.6772,-29.2299,TRATAMENTO DE OUTRAS AFECCOES DA PELE E DO TECIDO SUBCUTANEO,Cidade do RS,JÚLIO DE CASTILHOS,SANTA MARIA,303080094,568
-53.6772,-29.2299,TRATAMENTO DE INTERCORRÊNCIAS CLÍNICAS DE PACIENTE ONCOLÓGICO,Cidade do RS,JÚLIO DE CASTILHOS,SANTA MARIA,304100013,568
-54.8293,-29.4066,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA,Cidade do RS,NOVA ESPERANÇA DO SUL,SANTA MARIA,304080020,411
-53.4689,-29.471,TRATAMENTO DE INTERCORRÊNCIAS CLÍNICAS DE PACIENTE ONCOLÓGICO,Cidade do RS,NOVA PALMA,SANTA MARIA,304100013,273
-53.0391,-27.9205,PARTO CESARIANO,Cidade do RS,BARRA FUNDA,SARANDI,411010034,231
-53.0665,-28.0559,PARTO CESARIANO C/ LAQUEADURA TUBARIA,Cidade do RS,CHAPADA,SARANDI,411010042,747
-53.0665,-28.0559,PARTO CESARIANO,Cidade do RS,CHAPADA,SARANDI,411010034,747
-52.9938,-27.732,PARTO CESARIANO,Cidade do RS,CONSTANTINA,SARANDI,411010034,751
-52.9231,-27.942,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO,Cidade do RS,SARANDI,SARANDI,303070102,1042
-52.6791,-28.0585,TRATAMENTO DE CALCULOSE RENAL,Cidade do RS,PONTÃO,RONDA ALTA,305020021,504
-52.6791,-28.0585,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES,Cidade do RS,PONTÃO,RONDA ALTA,303140046,504
-52.6791,-28.0585,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,PONTÃO,RONDA ALTA,303140151,504
-52.6553,-29.4552,TRATAMENTO DE EMBOLIA PULMONAR,Cidade do RS,HERVEIRAS,VALE DO SOL,303060140,317
-52.6839,-29.5967,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,VALE DO SOL,VALE DO SOL,303040149,618
-52.6839,-29.5967,TRATAMENTO DE INSUFICIENCIA CARDIACA,Cidade do RS,VALE DO SOL,VALE DO SOL,303060212,618
-52.6839,-29.5967,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,VALE DO SOL,VALE DO SOL,305020048,618
-52.9498,-28.6294,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS,Cidade do RS,SELBACH,SELBACH,303070129,129
-52.9498,-28.6294,TRATAMENTO DE DENGUE CLÁSSICA,Cidade do RS,SELBACH,SELBACH,303010010,129
-52.9498,-28.6294,TRATAMENTO DE INSUFICIENCIA RENAL CRONICA,Cidade do RS,SELBACH,SELBACH,305020056,129
-52.9498,-28.6294,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,SELBACH,SELBACH,304100021,129
-52.9498,-28.6294,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,SELBACH,SELBACH,301060088,129
-52.9498,-28.6294,TRATAMENTO DE SINDROME CORONARIANA AGUDA,Cidade do RS,SELBACH,SELBACH,303060280,129
-52.9498,-28.6294,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,SELBACH,SELBACH,303010037,129
-52.9498,-28.6294,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA,Cidade do RS,SELBACH,SELBACH,301060010,129
-53.6772,-29.2299,COLECISTECTOMIA,Cidade do RS,JÚLIO DE CASTILHOS,JÚLIO DE CASTILHOS,407030026,568
-53.6772,-29.2299,HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL),Cidade do RS,JÚLIO DE CASTILHOS,JÚLIO DE CASTILHOS,407040102,568
-53.876,-30.3461,PARTO NORMAL EM GESTACAO DE ALTO RISCO,Cidade do RS,VILA NOVA DO SUL,SANTA MARIA,310010047,180
-53.8445,-29.0858,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,TUPANCIRETÃ,SANTA MARIA,303100044,1208
-53.3617,-29.6195,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,DONA FRANCISCA,SANTA MARIA,411010026,167
-53.2515,-29.6447,PARTO NORMAL,Cidade do RS,AGUDO,SANTA MARIA,310010039,1174
-54.1855,-29.6202,TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO,Cidade do RS,SÃO PEDRO DO SUL,SANTA MARIA,303060255,725
-54.4641,-29.5649,TRATAMENTO DE DOENCAS DO FIGADO,Cidade do RS,MATA,SANTA MARIA,303070072,241
-54.1855,-29.6202,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,SÃO PEDRO DO SUL,SANTA MARIA,303040149,725
-54.1855,-29.6202,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,SÃO PEDRO DO SUL,SANTA MARIA,301060088,725
-54.1855,-29.6202,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA,Cidade do RS,SÃO PEDRO DO SUL,SANTA MARIA,301060070,725
-54.1855,-29.6202,TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS,Cidade do RS,SÃO PEDRO DO SUL,SANTA MARIA,308040015,725
-53.5603,-30.1643,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,SÃO SEPÉ,SANTA MARIA,305020048,1509
-53.8149,-29.6868,TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO,Cidade do RS,SANTA MARIA,SANTA MARIA,303060190,10508
-53.8149,-29.6868,TRATAMENTO DE DOENCAS DO FIGADO,Cidade do RS,SANTA MARIA,SANTA MARIA,303070072,10508
-53.8149,-29.6868,TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO,Cidade do RS,SANTA MARIA,SANTA MARIA,303140089,10508
-53.8149,-29.6868,TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS,Cidade do RS,SANTA MARIA,SANTA MARIA,303150033,10508
-53.8149,-29.6868,TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE,Cidade do RS,SANTA MARIA,SANTA MARIA,303140070,10508
-53.8149,-29.6868,TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOETICOS,Cidade do RS,SANTA MARIA,SANTA MARIA,303020083,10508
